-0.000257788,5.007971482,3.970985568,-0.093174261,a
0.000131132,4.122568093,4.154176802,-0.078556161,a
-0.000255773,3.484016069,3.967337021,-0.082224445,a
0.000320449,11.69162343,5.669577823,-0.198437883,a
0.000319896,18.24868657,16.08293475,-0.613143898,a
0.000329515,12.60237182,5.774258506,0.130915095,a
-0.000938909,25.43392923,7.650665907,0.129628143,a
0.00073611,16.51930742,6.701942029,-0.192667381,a
-0.000873502,44.36483487,5.120591146,-0.020697728,a
0.001401244,11.42890792,5.856481789,-0.136620898,a
-0.001127141,20.78659948,6.983361121,-0.228931796,a
-0.000670739,9.33166968,5.16419715,-0.204594258,a
0.001325179,7.78178297,4.38677285,-0.088353316,a
-0.000200696,7.476438041,3.284797167,-0.131326058,a
0.000898007,7.19550703,4.540124896,-0.118638758,a
-0.001794753,8.152647172,3.682419691,-0.172005028,a
0.000478316,9.073513231,3.858111185,-0.103044184,a
-0.000418232,13.90514799,10.01800984,-0.263790282,a
0.001148745,7.785645434,4.518843159,-0.065957842,a
4.17E-05,7.606370508,3.630578968,-0.172225661,a
-0.000997168,7.592008078,3.804522791,-0.185289027,a
0.001618394,6.756938889,3.855746306,-0.072170212,a
-0.002439734,8.608066648,3.852871595,-0.090170953,a
0.000953366,8.330665446,3.632641794,-0.085920797,a
0.000196426,6.973103223,3.402052969,0.018315334,a
0.000304583,20.86874104,5.593555096,-0.046027035,a
-0.001182772,14.5261342,3.936761159,-0.091646998,a
0.000774876,10.60676331,3.273753671,-0.118405059,a
0.001072712,12.01584443,3.885864313,-0.12896059,a
-0.001213717,12.67157556,15.97400513,-0.34123911,a
-0.001604925,16.69988128,9.895526427,0.014872805,a
0.002071327,25.01004023,6.693353507,-0.060236872,a
-0.001263528,56.52289381,5.076919396,-0.049075623,a
0.000726665,28.11809013,13.46925298,-0.206398653,a
5.13E-05,41.68775724,8.270186482,0.023896429,a
-0.000455331,35.05996043,10.63597967,-0.265544081,a
0.000841404,38.66644116,8.38871842,-0.283438703,a
-0.001942666,22.71938905,21.30649309,-0.575879962,a
0.00176171,17.58918567,6.757498035,0.200003423,a
0.000102093,9.370249931,6.601415361,0.042960862,a
0.000202276,9.852029705,8.617003438,0.018289795,a
-0.0005796,8.333162784,7.977285003,-0.150863821,a
0.000112262,7.921552332,13.21670473,0.116430753,a
0.000405016,4.826461577,14.14641709,-0.226802465,a
-0.000270755,5.595459059,9.311189246,-0.218511736,a
9.06E-06,3.984737617,4.828726734,-0.110711135,a
-4.23E-05,4.798735142,7.414425421,-0.225881718,a
0.000279408,4.561604478,4.789285234,-0.002231306,a
0.000376041,2.783103516,4.908449934,-0.025502052,a
-0.000147504,2.876732552,4.434893074,-0.110417495,a
0.000337532,3.308554069,6.107366271,-0.271612566,a
-0.000584538,4.999584643,7.000080129,-0.176648335,a
0.000428414,4.346876189,8.691231158,-0.077417966,a
-3.02E-05,4.005367974,5.997254999,-0.016505786,a
-0.001295714,7.098458805,5.106272876,0.115292265,a
0.001391932,6.067099601,4.946599082,-0.113573955,a
-0.001293207,4.785698694,11.0505405,0.018454201,a
4.41E-05,5.587079143,6.205321756,0.083784996,a
-0.000342744,4.142881536,8.385899666,-0.143393692,a
0.000860056,5.175142068,6.801728625,0.03923116,a
-0.000676125,5.642330485,71.14583757,-2.651088706,a
0.000948946,4.182230418,5.042261978,-0.078688554,a
-0.000168713,3.718655616,5.023733492,-0.147716751,a
9.19E-05,6.497712073,13.95388918,-0.385899648,a
0.000368144,7.703634813,8.857925661,-0.043503858,a
-0.000399664,5.11439866,5.712175195,0.054404877,a
-0.000253831,4.094827135,6.020677073,-0.098275016,a
0.000421752,5.624185975,7.978612149,-0.174398451,a
0.000247762,3.800763978,3.994821508,-0.004933132,a
-0.000210261,5.313860602,7.098481384,-0.056936016,a
0.000453045,3.95500563,8.672984884,-0.342836736,a
-0.001194774,3.024267624,11.76419637,-0.242139019,a
0.000142645,3.492721975,4.956856626,-0.013008887,a
0.001255083,4.229908616,5.934336533,-0.158802946,a
-0.001556717,3.814645624,6.698859011,0.068208582,a
0.001001112,4.348291804,8.321603989,0.040323453,a
-0.000160736,2.98313567,6.24515547,-0.015502306,a
-0.001058213,4.872783794,5.641444752,-0.137365021,a
0.001749917,5.426057692,5.032242453,-0.104867823,a
-0.001361904,3.875424975,4.920372618,-0.07477017,a
0.000392469,3.351543659,18.22596607,-0.351539026,a
0.000245405,3.755526983,6.033306415,0.013041013,a
0.000502188,2.806870812,5.328487953,-0.152337573,a
-0.001239198,3.479895665,4.705658379,-0.080949083,a
0.001062645,3.875073085,5.169796869,0.008896523,a
-0.000687549,2.809298392,4.629222665,-0.08877203,a
0.000374671,4.266721387,4.775649738,-0.011338168,a
-0.000485783,3.526682653,4.583184518,-0.081057478,a
-0.000364543,4.996828822,18.0338514,-0.768539897,a
0.000832195,4.471673401,8.762470476,-0.408919747,a
-0.000253539,2.999194522,7.454375618,-0.009738213,a
